;Survived;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Embarked
1176;0;3;324.0;1.0;36.0;0;0;730.0;7.25;2.0
1177;0;3;410.0;1.0;29.881137667304014;0;0;882.0;7.25;2.0
1178;0;1;1121.0;1.0;24.0;1;0;131.0;82.2667;2.0
1179;0;3;754.0;1.0;29.881137667304014;0;0;249.0;7.2292;0.0
1180;0;3;396.0;1.0;29.881137667304014;0;0;725.0;8.05;2.0
1181;0;1;991.0;1.0;29.881137667304014;0;0;823.0;39.6;2.0
1182;1;3;292.0;0.0;30.0;0;0;657.0;6.95;1.0
1183;0;3;845.0;1.0;29.881137667304014;0;0;246.0;7.2292;0.0
1184;0;1;332.0;1.0;53.0;1;1;398.0;81.8583;2.0
1185;0;3;1280.0;1.0;36.0;0;0;424.0;9.5;2.0
1186;0;3;47.0;1.0;26.0;0;0;485.0;7.8958;2.0
1187;1;2;677.0;0.0;1.0;1;2;866.0;41.5792;0.0
1188;0;3;1064.0;1.0;29.881137667304014;2;0;256.0;21.6792;0.0
1189;0;1;724.0;1.0;30.0;0;0;64.0;45.5;2.0
1190;0;3;598.0;1.0;29.0;0;0;472.0;7.8542;2.0
1191;0;3;898.0;1.0;32.0;0;0;456.0;7.775;2.0
1192;0;2;746.0;1.0;29.881137667304014;0;0;173.0;15.0458;0.0
1193;0;2;966.0;1.0;43.0;0;1;842.0;21.0;2.0
1194;0;3;971.0;1.0;24.0;0;0;356.0;8.6625;2.0
1195;1;3;766.0;0.0;29.881137667304014;0;0;662.0;7.75;1.0
1196;1;1;283.0;0.0;64.0;1;1;25.0;26.55;2.0
1197;0;1;25.0;1.0;30.0;1;2;49.0;151.55;2.0
1198;0;3;13.0;1.0;0.83;0;1;666.0;9.35;2.0
1199;0;1;516.0;1.0;55.0;1;1;86.0;93.5;2.0
1200;1;3;492.0;0.0;45.0;1;0;546.0;14.1083;2.0
1201;0;3;180.0;1.0;18.0;0;0;355.0;8.6625;2.0
1202;0;3;1218.0;1.0;22.0;0;0;252.0;7.225;0.0
1203;0;3;1045.0;1.0;29.881137667304014;0;0;788.0;7.575;2.0
1204;1;3;204.0;0.0;37.0;0;0;617.0;7.75;1.0
1205;1;1;1255.0;0.0;55.0;0;0;836.0;135.6333;0.0
1206;1;3;479.0;0.0;17.0;0;0;739.0;7.7333;1.0
1207;0;1;1130.0;1.0;57.0;1;0;802.0;146.5208;0.0
1208;0;2;1014.0;1.0;19.0;0;0;299.0;10.5;2.0
1209;0;3;613.0;1.0;27.0;0;0;568.0;7.8542;2.0
1210;0;2;586.0;1.0;22.0;2;0;754.0;31.5;2.0
1211;0;3;40.0;1.0;26.0;0;0;452.0;7.775;2.0
1212;0;3;663.0;1.0;25.0;0;0;248.0;7.2292;0.0
1213;0;2;854.0;1.0;26.0;0;0;200.0;13.0;2.0
1214;0;1;1030.0;1.0;33.0;0;0;56.0;26.55;2.0
1215;1;1;664.0;0.0;39.0;0;0;187.0;211.3375;2.0
1216;0;3;67.0;1.0;23.0;0;0;878.0;7.05;2.0
1217;1;2;108.0;0.0;12.0;2;1;146.0;39.0;2.0
1218;0;1;1023.0;1.0;46.0;0;0;806.0;79.2;0.0
1219;0;2;240.0;1.0;29.0;1;0;128.0;26.0;2.0
1220;0;2;372.0;1.0;21.0;0;0;163.0;13.0;2.0
1221;1;2;310.0;0.0;48.0;0;2;758.0;36.75;2.0
1222;0;1;354.0;1.0;39.0;0;0;804.0;29.7;0.0
1223;0;3;1178.0;1.0;29.881137667304014;0;0;279.0;7.225;0.0
1224;1;3;842.0;0.0;19.0;1;1;247.0;15.7417;0.0
1225;0;3;266.0;1.0;27.0;0;0;512.0;7.8958;2.0
1226;0;1;740.0;1.0;30.0;0;0;3.0;26.0;2.0
1227;0;2;1296.0;1.0;32.0;0;0;197.0;13.0;2.0
1228;0;3;366.0;1.0;39.0;0;2;270.0;7.2292;0.0
1229;0;2;321.0;1.0;25.0;0;0;754.0;31.5;2.0
1230;0;3;118.0;1.0;29.881137667304014;0;0;230.0;7.2292;0.0
1231;0;2;382.0;1.0;18.0;0;0;742.0;10.5;2.0
1232;0;3;731.0;1.0;32.0;0;0;563.0;7.5792;2.0
1233;0;3;1056.0;1.0;29.881137667304014;1;9;776.0;69.55;2.0
1234;1;1;199.0;0.0;58.0;0;1;831.0;512.3292;0.0
1235;0;3;1303.0;1.0;29.881137667304014;1;1;724.0;14.5;2.0
1236;1;3;4.0;0.0;16.0;0;0;483.0;7.65;2.0
1237;0;2;136.0;1.0;26.0;0;0;170.0;13.0;2.0
1238;1;3;1250.0;0.0;38.0;0;0;283.0;7.2292;0.0
1239;0;2;440.0;1.0;24.0;0;0;206.0;13.5;2.0
1240;1;2;1224.0;0.0;31.0;0;0;781.0;21.0;2.0
1241;1;1;470.0;0.0;45.0;0;1;835.0;63.3583;0.0
1242;0;2;1144.0;1.0;25.0;0;0;785.0;10.5;2.0
1243;0;2;326.0;1.0;18.0;0;0;847.0;73.5;2.0
1244;0;2;531.0;1.0;49.0;1;2;138.0;65.0;2.0
1245;1;3;316.0;0.0;0.17;1;2;745.0;20.575;2.0
1246;0;1;614.0;1.0;50.0;0;0;29.0;26.0;2.0
1247;1;1;163.0;0.0;59.0;2;0;76.0;51.4792;2.0
1248;0;3;721.0;1.0;29.881137667304014;0;0;83.0;7.8792;2.0
1249;0;3;886.0;1.0;29.881137667304014;0;0;618.0;7.75;1.0
1250;1;3;710.0;0.0;30.0;1;0;542.0;15.55;2.0
1251;0;3;1048.0;1.0;14.5;8;2;776.0;69.55;2.0
1252;1;2;749.0;0.0;24.0;1;1;841.0;37.0042;0.0
1253;1;2;1230.0;0.0;31.0;0;0;778.0;21.0;2.0
1254;0;3;1152.0;1.0;27.0;0;0;347.0;8.6625;2.0
1255;1;1;495.0;0.0;25.0;1;0;74.0;55.4417;0.0
1256;1;3;1057.0;0.0;29.881137667304014;1;9;776.0;69.55;2.0
1257;0;3;195.0;1.0;29.881137667304014;1;0;284.0;14.4583;0.0
1258;1;3;1003.0;0.0;22.0;0;0;335.0;39.6875;2.0
1259;1;1;435.0;0.0;45.0;0;1;23.0;59.4;0.0
1260;0;2;913.0;1.0;29.0;0;0;859.0;13.8583;0.0
1261;0;2;438.0;1.0;21.0;1;0;301.0;11.5;2.0
1262;1;1;1276.0;0.0;31.0;0;0;105.0;134.5;0.0
1263;0;1;577.0;1.0;49.0;0;0;19.0;0.0;2.0
1264;0;2;493.0;1.0;44.0;0;0;214.0;13.0;2.0
1265;1;1;334.0;0.0;54.0;1;1;398.0;81.8583;2.0
1266;1;1;144.0;0.0;45.0;0;0;824.0;262.375;0.0
1267;1;3;651.0;0.0;22.0;2;0;364.0;8.6625;2.0
1268;0;2;272.0;1.0;21.0;0;0;322.0;11.5;2.0
1269;0;1;539.0;1.0;55.0;0;0;685.0;50.0;2.0
1270;0;3;57.0;1.0;5.0;4;2;454.0;31.3875;2.0
1271;0;3;882.0;1.0;29.881137667304014;0;0;607.0;7.75;1.0
1272;0;3;391.0;1.0;26.0;0;0;375.0;7.8792;1.0
1273;1;3;1008.0;0.0;29.881137667304014;0;0;587.0;14.5;2.0
1274;1;3;783.0;0.0;19.0;1;0;655.0;16.1;2.0
1275;0;2;1252.0;1.0;29.881137667304014;0;0;862.0;12.875;2.0
1276;1;2;530.0;0.0;24.0;1;2;138.0;65.0;2.0
1277;0;3;53.0;1.0;24.0;0;0;543.0;7.775;2.0
1278;0;2;55.0;1.0;57.0;0;0;195.0;13.0;2.0
1279;0;3;192.0;1.0;21.0;0;0;600.0;7.75;1.0
1280;0;3;915.0;1.0;6.0;3;1;541.0;21.075;2.0
1281;0;1;934.0;1.0;23.0;0;0;86.0;93.5;2.0
1282;1;1;715.0;0.0;51.0;0;1;809.0;39.4;2.0
1283;0;3;1.0;1.0;13.0;0;2;748.0;20.25;2.0
1284;0;2;437.0;1.0;47.0;0;0;752.0;10.5;2.0
1285;0;3;654.0;1.0;29.0;3;1;365.0;22.025;2.0
1286;1;1;1119.0;0.0;18.0;1;0;98.0;60.0;2.0
1287;0;3;246.0;1.0;24.0;0;0;645.0;7.25;1.0
1288;1;1;417.0;0.0;48.0;1;1;96.0;79.2;0.0
1289;0;3;683.0;1.0;22.0;0;0;442.0;7.775;2.0
1290;0;3;259.0;1.0;31.0;0;0;132.0;7.7333;1.0
1291;1;1;132.0;0.0;30.0;0;0;626.0;164.8667;2.0
1292;0;2;424.0;1.0;38.0;1;0;313.0;21.0;2.0
1293;1;1;434.0;0.0;22.0;0;1;23.0;59.4;0.0
1294;0;1;206.0;1.0;17.0;0;0;35.0;47.1;2.0
1295;0;1;413.0;1.0;43.0;1;0;116.0;27.7208;0.0
1296;0;2;872.0;1.0;20.0;0;0;863.0;13.8625;0.0
1297;0;2;1229.0;1.0;23.0;1;0;315.0;10.5;2.0
1298;0;1;1260.0;1.0;50.0;1;1;37.0;211.5;0.0
1299;1;3;1006.0;0.0;29.881137667304014;0;0;394.0;7.7208;1.0
1300;1;3;936.0;0.0;3.0;1;1;883.0;13.775;2.0
1301;1;3;849.0;0.0;29.881137667304014;0;0;605.0;7.75;1.0
1302;1;1;801.0;0.0;37.0;1;0;120.0;90.0;1.0
1303;1;3;527.0;0.0;28.0;0;0;462.0;7.775;2.0
1304;0;3;1126.0;1.0;29.881137667304014;0;0;711.0;8.05;2.0
1305;1;1;891.0;0.0;39.0;0;0;834.0;108.9;0.0
1306;0;3;1046.0;1.0;38.5;0;0;872.0;7.25;2.0
1307;0;3;1227.0;1.0;29.881137667304014;0;0;579.0;8.05;2.0
1308;0;3;953.0;1.0;29.881137667304014;1;1;262.0;22.3583;0.0
